#    FY4 Quest大全, Ver = 4.0.1
#
# 格式：
#  杀『搜索名称』【ID】简单说明 @物品文件路径
#  寻『搜索名称』〖中文名称〗【ID】简单说明 @物品文件路径
# 注："搜索名称"不含颜色码，"中文名称"含ANSI颜色码

杀『阿菜哥』【waiter】exp<1K,沉香:3s,e菜根香 @/d/chenxiang/npc/cx_waiter.c
杀『阿草』【a cao】exp=2M, @/d/shanliu/npc/tianzong1.c
杀『西风』【playing girl】exp=200K, @/d/palace/npc/playinggirl.c
杀『西门吹雪』【master ximen】exp=20M, @/d/wanmei/npc/master.c
杀『西门风』【ximen feng】exp=2M, @/d/fy/npc/ximen.c
杀『西门玉』【ximen yu】exp=4M, @/d/cave/npc/ximenyu.c
杀『吸血蝙蝠』【bian fu】exp<1K, @/d/taoyuan/npc/bat.c
杀『锡护卫』【xi wei】exp=80K, @/d/daimiao/npc/xi.c
杀『锡面人』【maskman】exp=5M, @/d/eren2/npc/maskman_t.c
杀『喜娘』【wedding lady】exp<1K, @/d/loulan/npc/xiniang.c
杀『洗衣妇』【laundry woman】exp=500K, @/d/zangbei/npc/woman.c
杀『洗衣少女』【laundry girl】exp=240K, @/d/zangbei/npc/girl.c
杀『瞎老爹』【laodie】exp=50K, @/d/taoyuan/npc/laodie.c
杀『瞎子』【xiazi】exp=100K, @/d/yingou/npc/xiazi.c
杀『瞎子阿鸣』【xiazi aming】exp=3M, @/d/jinan/npc/mimicat.c
杀『虾』【shrimp】, @/d/palace/npc/shrimp.c
杀『夏荷』【xia he】exp=5M, @/d/eren2/npc/girl2.c
杀『献果神君』【xianguo】exp=5M, @/d/eren2/npc/star_monkey.c
杀『香客』【xiang ke】exp<1K,少林、嵩山 @/d/shaolin/npc/xiangke.c
杀『香菱』【xiangling】exp=50K, @/d/fy/npc/hockowner.c
杀『香香』【xiang xiang】exp=500K, @/d/shenshui/npc/xiang.c
杀『响尾蛇』【snake】exp=5K, @/d/quicksand/npc/snake.c
杀『萧别离』【xiao bieli】exp=4M, @/d/biancheng/npc/bieli.c
杀『萧秋雨』【killer】exp=5M, @/d/shanxi/npc/killer2.C
杀『萧十一郎』【xiao11】exp=10M, @/d/wolfmount/npc/xiao.c
杀『萧咪咪』【xiao mimi】exp=20M, @/d/eren2/npc/xiaomimi.c
杀『小白兔』【rabbit】, @/d/tieflag/npc/rabbit.c
杀『小宝』【xiao bao】exp=300K, @/d/huashan/npc/xiaobao.c
杀『小宝儿』【baoer】exp=5K, @/d/qingping/npc/baoyu.c
杀『小翠』【xiao cui】exp=10K, @/d/resort/npc/girl.c
杀『小担贩』【danfan】exp<1K,华山 @/d/huashan/npc/zahuo.c
杀『小蝶』【xiaodie】exp=10K, @/d/zangbei/npc/xiaodie.c
杀『小二哥』【waiter】exp<1K, @/d/taoyuan/npc/waiter.c
杀『小贩』【xiaofan】exp<1K, @/d/fycycle/npc/xiaofan.c
杀『小方』【xiao fang】exp=5M, @/d/guanwai/npc/xiaofang.c
杀『小公子』【prince】exp=500K, @/d/fy/npc/prince.c
杀『小姑娘』【little girl】, @/d/huangshan/npc/girl.c
杀『小孩』【sad kid】exp=1K, @/d/eren/npc/sadkid.c
杀『小何』【xiao he】exp=5M, @/d/zangbei/npc/xiaohe.c
杀『小猴子』【monkey】exp=100K, @/d/taoyuan/npc/monkey1.c
杀『小虎子』【xiao huzi】exp=400K, @/d/biancheng/npc/huzi.c
杀『小画童』【little kid】exp=150K, @/d/bat/npc/tong4.c
杀『小黄雀』【yellow bird】, @/d/huashan/npc/yellowbird.c
杀『小伙计』【huoji】exp=2K, @/d/guanwai/npc/huoji.c
杀『小火凤』【baby pheonix】exp<1K, @/d/yinghe/npc/pheonix_bb1.c
杀『小僵尸』【zombie】exp=3M, @/d/biancheng/npc/zombie1.c
杀『小金刚』【boy】exp=5K, @/d/fugui/npc/boy.c
杀『小娟』【xiao juan】exp<1K, @/d/chuenyu/npc/xiaojuan.c
杀『小兰』【pretty girl】exp=50K, @/d/palace/npc/girls.c
杀『小琳』【xiao lin】exp=4K, @/d/wolfmount/npc/xiaolin.c
杀『小玲珑』【girl】exp=5K, @/d/fugui/npc/girl.c
杀『小铃儿』【xiao linger】exp=80K, @/d/huashan/npc/linger.c
杀『小鹿』【little deer】exp<1K, @/d/taoyuan/npc/deer.c
杀『小马』【xiao ma】exp=3M, @/d/wolfmount/npc/xiaoma.c
杀『小马猴』【monkey】exp=400K, @/d/huangshan/npc/monkey2.c
杀『小猫咪』【catty】exp=1K,桃源、万梅 @/d/wanmei/npc/cat.c
杀『小弥猴』【monkey】exp=80K, @/d/huashan/npc/monkey2.c
杀『小绵羊』【sheep】exp=15K, @/d/guanwai/npc/sheep.c
杀『小慕容』【mu rong】exp=2M, @/d/huangshan/npc/dizi2.c
杀『小尼姑』【ni gu】exp=2M, @/d/huangshan/npc/nun.c
杀『小胖子』【little fatman】exp<1K, @/d/fy/npc/fat.c
杀『小棋童』【small kid】exp=150K, @/d/bat/npc/tong2.c
杀『小琴童』【small kid】exp=150K, @/d/bat/npc/tong1.c
杀『小沙弥』【shaolin monk】exp=1K, @/d/shaolin/npc/monk11.c
杀『小蛇』【snake】exp=100K, @/d/huashan/npc/snake.c
杀『小书童』【small kid】exp=150K, @/d/bat/npc/tong3.c
杀『小松鼠』【squirrel】exp<1K, @/d/huashan/npc/songshu.c
杀『小桃红』【xiao taohong】exp=100K, @/d/fugui/npc/beauty.c
杀『小童』【xiaotong】exp=350K, @/d/fy/npc/showerboy.c
杀『小头目』【guard leader】exp=5M, @/d/eren2/npc/dizi_a.c
杀『小顽童』【smart kid】exp=4K, @/d/fycycle/npc/badkid.c
杀『小武』【xiao wu】exp=3M, @/d/cave/npc/xiaowu.c
杀『小西门』【xiao ximen】exp<1K, @/d/wanmei/npc/child.c
杀『小喜鹊』【bird】exp=3K, @/d/fugui/npc/bird.c
杀『小丫环』【yahuan】exp=500K, @/d/fy/npc/showergirl.c
杀『小羊羔』【sheep】exp=5K, @/d/guanwai/npc/sheep3.c
杀『小叶子』【xiao yezi】exp=500K, @/d/libie/npc/xiaoyezi.c
杀『小渔』【fishgirl】exp=5K, @/d/baiyun/npc/fishwoman.c
杀『小园工』【young gardener】exp=20K, @/d/chuenyu/npc/smallgardener.c
杀『小云雀』【skylark】exp=10K, @/d/guanwai/npc/skylark.c
杀『小厮』【xiao si】exp=2M, @/d/huangshan/npc/xiaosi.c
杀『小薏』【xiao yi】exp=500K, @/d/jinan/npc/girl.c
杀『小喽罗』【xiao louluo】exp=420K, @/d/bawang/npc/lit_bandit.c
杀『小蟑螂』【cockroach】exp=7K, @/d/fy/npc/cockroach.c
杀『笑笑』【xiao xiao】exp<1K, @/d/fy/npc/cici.c
杀『谢长勤』【xie】exp=70K, @/d/wudang/npc/taoist5.c
杀『谢长卿』【xie changqing】exp=3M, @/d/xinjiang/npc/xiechangqing.c
杀『谢卫新』【xie weixin】exp=3M, @/d/yinghe/npc/wa_guard5.c
杀『谢晓峰』【master xie】exp=10M, @/d/shaolin/npc/master_xie.c
杀『谢小玉』【xie xiaoyu】exp=7M, @/d/zangbei/npc/xie.c
杀『谢掌柜』【xie zhanggui】exp=3M, @/d/shaolin/npc/owner.c
杀『心灯』【master deng】exp=4M, @/d/shaolin/npc/master_17_6.c
杀『心湖』【master hu】exp=5M, @/d/shaolin/npc/master_17_1.c
杀『心鉴』【master jian】exp=1M, @/d/shaolin/npc/master_17_7.c
杀『心鉴』【master jian】exp=600K, @/d/shaolin/npc/xin_qian.c
杀『心眉』【master mei】exp=4M, @/d/shaolin/npc/master_17_2.c
杀『心日兔』【killer r】exp=1M, @/d/cave/npc/killer_r.c
杀『心树』【master shu】exp=6M, @/d/shaolin/npc/master_17_5.c
杀『心烛』【master zhu】exp=4M, @/d/shaolin/npc/master_17_4.c
杀『信鸽』【pigeon】, @/d/chuenyu/npc/pigeon.c
杀『星日马』【killer c】exp=1M, @/d/cave/npc/killer_c.c
杀『兴国大师』【master xing】exp=8M, @/d/qianfo/npc/master.c
杀『兴国禅寺的和尚』【xingguo monk】exp=3M,少林.褂搭寮 @/d/shaolin/npc/other_monk.c
杀『邢锐』【xing rui】exp=5M, @/d/jinan/npc/xing.c
杀『熊姥姥』【xiong laolao】exp=10M, @/d/yinghe/npc/xionglaolao.c
杀『熊猫儿』【xiong maoer】exp=800K, @/d/loulan/npc/xiongmaoer.c
杀『绣花的女子』【sewing girl】exp=3M, @/d/shenshui/npc/needlegirl.c
杀『虚寒』【master xu】exp=700K, @/d/shaolin/npc/master_21.c
杀『虚日鼠』【killer j】exp=1M, @/d/cave/npc/killer_j.c
杀『徐娘』【xuniang】exp=200K, @/d/qianjin/npc/qianjinwaiter.c
杀『徐三爷』【san ye】exp=400K, @/d/bawang/npc/xusan.c
杀『许廉龙』【xu】exp=10K, @/d/wudang/npc/taoist1.c
杀『轩辕三成』【san cheng】exp=4M, @/d/huangshan/npc/3cheng.c
杀『轩辕三光』【sanguang】exp=4M, @/d/eren/npc/sanguang.c
杀『轩辕三缺』【san que】exp=4M, @/d/huangshan/npc/3que.c
杀『薛斌』【xuebin】exp=5M, @/d/zangbei/npc/xuebin.c
杀『薛大汉』【xue dahan】exp=4M, @/d/biancheng/npc/xuedahan.c
杀『薛可可』【xue keke】exp=5M, @/d/eren2/npc/moonspirit
杀『薛陀子』【xue】exp=500K, @/d/fy/npc/lifeseller.c
杀『雪蕊儿』【master xuerui】exp=10M, @/d/resort/npc/master2.c
杀『雪蹄胭脂马』【red horse】exp=20K, @/d/qianfo/npc/horse.c
杀『雪衣人』【xue yiren】exp=1M，会走动,杀精 @/d/taishan/npc/xue.c
杀『血奴』【xuenu】exp=9M, @/d/taiping/npc/xuenu.c
杀『血手』【xueshou】exp=500K, @/d/wolfmount/npc/xueshou.c
杀『血头陀』【xue toutuo】exp=500K, @/d/wolfmount/npc/toutuo.c
杀『血牙』【xueya】exp=500K,狼山.狼牙岭ed @/d/wolfmount/npc/xueya.c
杀『血鹦鹉』【xue yingwu】exp=5M, @/d/yinghe/npc/yingwu.c
杀『血蝙蝠』【bloody bat】exp=100K, @/d/bat/npc/bianfu.c
杀『驯鹰人』【hawk trainer】exp=20M, @/d/huashan/npc/hawktrainer.c
杀『巡逻哨官』【patrolling officer】exp=3M, @/d/fy/npc/patrol_officer.c
杀『巡逻士兵』【police】exp=1M, @/d/fy/npc/patrol_soldier.c
杀『巡逻侍卫』【shiwei】exp=300K, @/d/bat/npc/xunluo.c
杀『丫环』【yahuan】exp=1K, @/d/qianjin/npc/yahuan.c
杀『雅芳』【yafang】exp=1K, @/d/fy/npc/bookgirl.c
杀『雅公子』【gongzi】exp=10K, @/d/qianjin/npc/gongzi.c
杀『严独鹤』【yan duhe】exp=5M, @/d/yinghe/npc/yan_duhe.c
杀『严人英』【yan renying】exp=300K, @/d/fy/npc/yan.c
杀『言青衣』【master yan】exp=10M, @/d/guanwai/npc/master2.c
杀『言小小』【bad kid】exp=3M, @/d/laowu/npc/kiddo.c
杀『阎铁珊』【yan ties han】exp=5M, @/d/yinghe/npc/yan_tieshan.c
杀『阎王爷』【death-god】exp=20M, @/d/death/npc/yanwang.c
杀『炎烈』【yan lie】exp=3M, @/d/yinghe/npc/wa_guard3.c
杀『眼镜蛇』【cobra】exp=5M, @/d/yinghe/npc/snake_c.c
杀『眼镜王蛇』【king kobra】exp=5M, @/d/yinghe/npc/snake_k.c
杀『燕儿』【yaner】exp=5K, @/d/qingping/npc/yan.c
杀『燕七』【yan qi】exp=2M, @/d/fugui/npc/yan.c
杀『燕珊』【yan shan】exp=1K, @/d/huangshan/npc/yan.c
杀『燕十三』【yan13】exp=30M, @/d/shaolin/npc/yan13.c
杀『燕子』【yan zi】 @/d/ghost/npc/yanzi.c
杀『杨凡』【yang fan】exp=80M, @/d/shanliu/npc/yang.c
杀『杨贵妃』【yang guifei】 @/d/jinan/npc/mj.c
杀『杨开泰』【yang kaitai】exp=200K, @/d/huangshan/npc/katai.c
杀『杨老太』【yang】exp<1K, @/d/chenxiang/npc/yold.c
杀『杨绿柳』【luliu】exp=4M, @/d/huangshan/npc/lu.c
杀『杨平』【yang ping】exp=4M, @/d/eren/npc/swordman2.c
杀『杨总管』【shanliu manager】exp=35M, @/d/shanliu/npc/slmanager.c
杀『杨铮』【yang zheng】exp=4M, @/d/libie/npc/yangzheng.c
杀『样貌普通的陌生人』【figure】 @/d/fy/npc/killer.c
杀『药店小伙计』【waiter】exp<1K, @/d/chenxiang/npc/huoji.c
杀『野狗』【dog】武当、关外 @/d/wudang/npc/dog.c
杀『野郎中』【ye langzhong】exp=2M, @/d/shanxi/npc/langzhong.c
杀『野兔』【rabbit】, @/d/taoyuan/npc/rabbit.c
杀『野熊』【bear】exp=2M, @/d/zangbei/npc/bear.c
杀『野鸭』【duck】, @/d/palace/npc/duck.c
杀『叶宫』【swords man】exp=200K, @/d/baiyun/npc/guard1.c
杀『叶孤城』【master ye】exp=2M, @/d/baiyun/npc/fakemaster.c
杀『叶孤鸿』【ye gu hong】exp=400K, @/d/ghost/npc/ye.c
杀『叶角』【swords man】exp=100K, @/d/baiyun/npc/guard3.c
杀『叶开』【ye kai】exp=10M, @/d/xinjiang/npc/yekai.c
杀『叶灵』【ye ling】exp=50K, @/d/ghost/npc/yeling.c
杀『叶商』【swords man】exp=100K, @/d/baiyun/npc/guard2.c
杀『叶淑贞』【ye shuzhen】exp<1K, @/d/songshan/npc/shuzhen.c
杀『叶翔』【yexiang】exp=8M, @/d/zangbei/npc/yexiang.c
杀『叶星士』【ye xingshi】exp=800K, @/d/baiyun/npc/yexingshi.c
杀『叶秀珠』【ye xiuzhu】exp=100K, @/d/baiyun/npc/xiu2.c
杀『叶雪』【ye xue】exp=250K, @/d/ghost/npc/yexue.c
杀『叶映雪』【ye yingxue】exp=3M, @/d/yinghe/npc/wa_guard8.c
杀『叶羽』【swords man】exp=100K, @/d/baiyun/npc/guard5.c
杀『叶徵』【swords man】exp=100K, @/d/baiyun/npc/guard4.c
杀『夜帝』【ye di】exp=5M, @/d/tieflag/npc/yedi.c
杀『夜莺』【nightingale】exp=3M, @/d/yinghe/npc/bird_guard.c
杀『一尘』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一的』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一第』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一格』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一个黑影』【shadowwoman】exp=3M, @/d/taishan/npc/mantrainer.c
杀『一幻』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一空』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一林』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一落』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一寐』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一们』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一那』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一强』【master yi】exp=130M, @/d/shaolin/npc/master_18b.c
杀『一少』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一十』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一时』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一史』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一寺』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一算』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一所』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一铁』【master yi】exp=12M, @/d/shaolin/npc/master_18a.c
杀『一已』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一茵』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一余』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一园』【shaolin monk】exp=1M,阿毛e,sw,e:少林后门 @/d/shaolin/npc/monk2.c
杀『一争』【shaolin monk】exp=300-2M, @/d/shaolin/npc/monk10.c
杀『一只小山雀』【bird】, @/d/tieflag/npc/littlebird.c
杀『伊哭』【yi ku】exp=6M, @/d/qianjin/npc/yiku.c
杀『衣服很华丽，修饰很整洁的中年人』【middle aged man】exp=2M, @/d/xinjiang/npc/hua.c
杀『衣衫惨绿的中年人』【middle age man】exp=5M, @/d/taiping/npc/assassin.c
杀『姨太太』【yitai】exp<1K, @/d/fy/npc/yitai.c
杀『乙成仙』【xian】exp=500K,危险，杀精 @/d/fy/npc/dashi.c
杀『易大经』【yi dajing】exp=4M, @/d/biancheng/npc/yidajing.c
杀『翼水蛇』【killer e】exp=1M, @/d/cave/npc/killer_e.c
杀『殷羡』【yinxian】exp=5M, @/d/jinan/npc/doorguard.c
杀『殷正廉』【master yin】exp=90M, @/d/jinan/npc/governor.c
杀『阴宾』【yin bin】exp=50K, @/d/tieflag/npc/yinbin.c
杀『银护卫』【yin wei】exp=37K, @/d/daimiao/npc/yin.c
杀『银甲武士』【silver soldier】exp=3M, @/d/palace/npc/s_wushi.c
杀『银剑』【silver boy】exp=1M, @/d/wudang/npc/swordboy2.c
杀『银蚂蚁』【silver ant】exp=200K, @/d/fugui/npc/silverant.c
杀『银面人』【maskman】exp=5M, @/d/eren2/npc/maskman_s.c
杀『隐士』【hermit】exp=200K, @/d/for_martea/maze/npc/hermit.c
杀『印度的和尚』【indian monk】exp=3M, ,少林.褂搭寮@/d/shaolin/npc/other_monk4.c
杀『鹰眼老七』【laoqi】exp=1M, @/d/jinan/npc/laoqi.c
杀『应无物』【ying wuwu】exp=2M, @/d/libie/npc/yingwuwu.c
杀『萤火虫』【cong】, @/d/qianjin/npc/chong.c
杀『荧河武士』【yinghe guard】exp=5M, @/d/yinghe/npc/guard1.c
杀『迎客僧』【welcome bonze】exp=1K, @/d/qianfo/npc/bonze2.c
杀『迎客神君』【yingke】exp=5M, @/d/eren2/npc/star_dog.c
杀『影子』【shadefigure】, @/d/fy/npc/shadefigure.c
杀『幽怨妇人』【sad woman】exp=1M, @/d/huashan/npc/sadgirl.c
杀『尤葛』【you ge】exp=2M, @/d/shanxi/npc/zhanggui.c
杀『游客』【you ke】exp=80K, @/d/huashan/npc/youke.c
杀『于一飞』【yu yifei】exp=2M, @/d/huashan/npc/yu.c
杀『鱼』【fish】, @/d/palace/npc/fish.c
杀『渔夫』【fishman】exp<1K, @/d/tieflag/npc/fishman.c
杀『渔童』【fish boy】exp=5K, @/d/baiyun/npc/fishboy.c
杀『羽天白』【master yu】exp=8M, @/d/daimiao/npc/master.c
杀『玉兰溪』【master yu】exp=10M, @/d/huangshan/npc/master.c
杀『御厨』【cooker】exp=1M, @/d/loulan/npc/cooker.c
杀『狱卒』【prison guard】exp=10K, @/d/chuenyu/npc/guard2.c
杀『狱卒长』【yuzu zhang】exp=10K, @/d/jinan/npc/yuzuzhang.c
杀『冤魂』【crying ghost】,新疆路上 @/d/death/npc/ghost2.c
杀『袁姬』【queen yuanji】exp<1K, @/d/chenxiang/npc/yj.c
杀『袁秋云』【yuan qiuyun】exp=6M, @/d/eren/npc/yuanqiuyun.c
杀『袁紫霞』【yuan zixia】exp=1M, @/d/chenxiang/npc/yuan.c
杀『原随云』【master yuan suiyun】exp=80M, @/d/bat/npc/yuan.c
杀『园工』【gardener】exp=30K, @/d/chuenyu/npc/gardener.c
杀『圆可』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆空』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆吝』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆孟』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆灭』【master yuan】exp=500K, @/d/shaolin/npc/master_22.c
杀『圆明』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆奇』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆去』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆位』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆心』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆足』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『圆迩』【shaolin monk】exp=100-200K, @/d/shaolin/npc/monk4.c
杀『岳飞』【yue fei】exp=90M, @/d/dreamland/npc/yue.c
杀『岳鳞』【yue lin】exp=200K, @/d/bawang/npc/yue_lin.c
杀『岳洋』【yue yang】exp=80K, @/d/baiyun/npc/yueyang.c
杀『月神』【moon spirit】exp=25M, @/d/eren2/npc/moonspirit.c
杀『月影』【xue nu】exp=10M, @/d/yinghe/npc/beauty.c
杀『云海』【yunhai】exp=2M, @/d/qianfo/npc/bonze8.c
杀『云空』【yunkong】exp=4M, @/d/qianfo/npc/bonze6.c
杀『云林』【yunlin】exp=6M, @/d/qianfo/npc/bonze9.c
杀『云流』【yunliu】exp=600K, @/d/qianfo/npc/bonze5.c
杀『云明』【yunming】exp=3M, @/d/qianfo/npc/bonze7.c
杀『云松』【yun song】exp=1M, @/d/guanwai/npc/yellama.c
杀『云游僧人』【bonze】exp=6K, @/d/qianfo/npc/bonze.c
杀『云在天』【yun zaitian】exp=4M, @/d/biancheng/npc/yunzaitian.c
杀『云卒』【fengyun garrison】exp=1M, @/d/fy/npc/cloud_solider.c
杀『云铮』【yun zheng】exp=2M, @/d/taishan/npc/yunzheng.c
杀『杂货店老板』【seller】exp<1K, @/d/wudang/npc/seller2.c
杀『澡堂老板』【zhtman】exp=10K, @/d/fy/npc/zhtman.c
杀『贼眉鼠眼的伙计』【suspicious huoji】exp=1M, @/d/fy/npc/bad_huoji.c
杀『增长天王』【tianwang】exp=500K, @/d/qianfo/npc/tianwang2.c
杀『札木合』【muhe】exp=3M, @/d/songshan/npc/zha.c
杀『战魂』【ghost】exp=10K, @/d/taishan/npc/ghost.c
杀『张恩』【zhang】exp=1M, @/d/chenxiang/npc/gm.c
杀『张老实』【zhang laoshi】exp=4M, @/d/biancheng/npc/bosszhang.c
杀『张老头』【old zhang】exp=500K, @/d/zangbei/npc/zhang.c
杀『张猎户』【hunter zhang】exp=4M, @/d/taiping/npc/hunter.c
杀『张聋子』【zhang longzi】exp=200K, @/d/wolfmount/npc/longzi.c
杀『张三』【zhang san】exp=800K, @/d/chenxiang/npc/zhang.c
杀『张似钢』【zhang】exp=35K, @/d/daimiao/npc/gang2.c
杀『张铁』【zhang tie】exp=3M, @/d/taiping/npc/zhangtie.c
杀『张铁匠』【zhang】exp<1K, @/d/fy/npc/smith.c
杀『张月鹿』【killer d】exp=1M, @/d/cave/npc/killer_d.c
杀『账房先生』【xiansheng】exp=10M, @/d/fy/npc/xiansheng.c
杀『昭红』【girl】exp<1K, @/d/qianjin/npc/chick1.c
杀『赵大方』【zhao dafang】exp=4M, @/d/zangbei/npc/zhaodafang.c
杀『赵刚』【zhao】exp=4M, @/d/bat/npc/zhao.c
杀『赵能』【zhao】exp=250K, @/d/chenxiang/npc/gaibang1.c
杀『赵如钢』【zhao】exp=35K, @/d/daimiao/npc/gang4.c
杀『赵一刀』【zhao yidao】exp=800K, @/d/chenxiang/npc/zhao.c
杀『珍珠』【zhenzhu】exp=500K, @/d/taiping/npc/lady1.c
杀『真武帝君』【master zhenwu】exp=30M, @/d/wudang/npc/zhenwu.c
杀『郑甲』【zhengjia】exp=7K, @/d/chenxiang/npc/jadeowner.c
杀『知客道人』【waiter taoist】exp=10K, @/d/wudang/npc/wtaoist.c
杀『知客僧』【greeting bonze】exp=2K, @/d/qianfo/npc/greeting.c
杀『直共寺的喇嘛』【zhigong lama】exp=1M, @/d/zangbei/npc/monk5.c
杀『值勤兵』【fengyun garrison】exp=100K, @/d/fy/npc/wall_solider.c
杀『纸片』【some paper】, @/d/biancheng/npc/paper_5.c
杀『中年道士』【adult taoist】exp=300K, @/d/taoguan/npc/m_taoist.c
杀『中年汉子』【hou】exp=20M, @/d/fycycle/npc/hou.c
杀『中年和尚』【shaolin monk】exp=4M, @/d/shaolin/npc/monk20.c
杀『中年伙计』【huo ji】exp=1M, @/d/biancheng/npc/huoji.c
杀『中年书生』【shu sheng】exp=2M, @/d/qingping/npc/qingm.c
杀『中年文士』【wenshi】exp<1K, @/d/bat/npc/wenshi.c
杀『中药店老板』【medman】exp=5M, @/d/chenxiang/npc/medman.c
杀『中原一点红』【yidian hong】exp=3M, @/d/wudang/npc/yidianhong.c
杀『钟离战』【zhongli zhan】exp=200K, @/d/wolfmount/npc/zhongli.c
杀『珠宝商』【jade seller】exp=700K, @/d/quicksand/npc/jadeowner.c
杀『朱笔判官』【panguan】exp=20K, @/d/death/npc/panguan.c
杀『朱七七』【zhu qiqi】exp=600K, @/d/loulan/npc/zhu.c
杀『朱五太爷』【master zhuwu】exp=20M, @/d/wolfmount/npc/zhuwu.c
杀『朱云』【zhu yun】exp=3M, @/d/wolfmount/npc/zhuyun.c
杀『朱藻』【zhu zao】exp=4M, @/d/tieflag/npc/zhuzao.c
杀『诸葛小雷』【zhuge】exp=500K, @/d/fy/npc/weaponer.c
